ID;Fecha_ Pedido;Cod_Tienda;id_producto;Qtde;Precio_Unitario
AX5222;30-11-2023;A5200100;1006;23;159
AX3422;31-01-2023;A5200050;1007;36;630,99
AX1650;21-05-2023;A1500108;1008;38;119,3
AX5004;24-10-2023;A3100104;1004;44;210
AX34;06-01-2023;A1500108;1003;52;499,19
AX1828;04-06-2023;A1500109;1002;26;320,19
AX247;24-01-2023;A1500108;1004;50;210
AX43;07-01-2023;A1500108;1001;96;160,99
AX1262;21-04-2023;A1500108;1003;108;499,19
AX4529;07-08-2023;A3100104;1003;16;499,19
AX415;06-02-2023;A1500111;1008;31;119,3
AX1951;16-06-2023;A1500109;1003;37;499,19
AX2271;24-07-2023;A1500108;1006;126;159
AX5316;14-12-2023;A1500107;1005;74;999
AX4196;13-06-2023;A3100104;1007;20;630,99
AX5345;20-12-2023;A3100104;1002;39;320,19
AX2987;18-11-2023;A1500109;1001;22;160,99
AX3438;02-02-2023;A3100104;1002;47;320,19
AX1658;22-05-2023;A1500109;1003;25;499,19
AX4779;18-09-2023;A3100104;1004;23;210
AX2943;11-11-2023;A1500109;1005;20;999
AX1972;18-06-2023;A1500109;1001;21;160,99
AX2901;04-11-2023;A1500108;1005;19;999
AX3976;07-05-2023;A5200100;1002;18;320,19
AX4497;03-08-2023;A3100104;1002;22;320,19
AX2635;24-09-2023;A1500111;1006;92;159
AX302;28-01-2023;A1500111;1003;33;499,19
AX2594;17-09-2023;A1500109;1002;15;320,19
AX4061;20-05-2023;A3100104;1001;32;160,99
AX5269;06-12-2023;A3100104;1007;34;630,99
AX2645;25-09-2023;A1500111;1002;20;320,19
AX1966;17-06-2023;A1500109;1002;8;320,19
AX3341;21-01-2023;A3100104;1005;49;999
AX3268;07-01-2023;A5200100;1004;39;210
AX4780;18-09-2023;A5200100;1002;46;320,19
AX1544;13-05-2023;A1500111;1006;74;159
AX3921;25-04-2023;A5200050;1004;35;210
AX1717;27-05-2023;A1500109;1001;26;160,99
AX4334;06-07-2023;A5200100;1007;20;630,99
AX2790;17-10-2023;A1500109;1001;23;160,99
AX1198;15-04-2023;A1500109;1005;26;999
AX243;24-01-2023;A1500108;1004;32;210
AX277;27-01-2023;A1500109;1008;15;119,3
AX1463;06-05-2023;A1500109;1007;9;630,99
AX4044;17-05-2023;A5200100;1005;44;999
AX4036;17-05-2023;A3100104;1006;46;159
AX962;25-03-2023;A1500109;1001;23;160,99
AX4768;17-09-2023;A3100104;1006;34;159
AX3803;05-04-2023;A3100104;1006;33;159
AX558;18-02-2023;A1500111;1005;36;999
AX5066;04-11-2023;A3100104;1004;49;210
AX3745;27-03-2023;A1500107;1008;60;119,3
AX5301;12-12-2023;A3100104;1001;18;160,99
AX2757;13-10-2023;A1500108;1004;42;210
AX3855;13-04-2023;A5200050;1006;35;159
AX3935;29-04-2023;A5200100;1008;16;119,3
AX2737;09-10-2023;A1500109;1008;10;119,3
AX47;07-01-2023;A1500109;1005;19;999
AX1401;01-05-2023;A1500111;1004;40;210
AX3124;09-12-2023;A1500111;1003;35;499,19
AX668;28-02-2023;A1500109;1005;25;999
AX4934;14-10-2023;A3100104;1004;23;210
AX4368;13-07-2023;A3100104;1001;20;160,99
AX3175;16-12-2023;A1500109;1005;23;999
AX168;17-01-2023;A1500109;1001;26;160,99
AX3283;09-01-2023;A5200100;1008;35;119,3
AX4135;03-06-2023;A5200050;1003;37;499,19
AX2673;29-09-2023;A1500109;1005;17;999
AX4435;23-07-2023;A1500107;1004;94;210
AX1383;30-04-2023;A1500109;1008;13;119,3
AX1475;07-05-2023;A1500109;1005;19;999
AX2858;26-10-2023;A1500111;1005;31;999
AX4563;13-08-2023;A1500107;1008;54;119,3
AX2875;29-10-2023;A1500111;1001;32;160,99
AX1458;06-05-2023;A1500108;1001;25;160,99
AX3099;04-12-2023;A1500108;1003;52;499,19
AX4568;14-08-2023;A5200100;1005;27;999
AX1366;29-04-2023;A1500108;1002;15;320,19
AX4744;12-09-2023;A3100104;1004;49;210
AX2105;27-06-2023;A1500108;1004;51;210
AX1487;08-05-2023;A1500111;1003;33;499,19
AX4847;30-09-2023;A5200100;1002;24;320,19
AX4729;10-09-2023;A5200050;1008;31;119,3
AX3851;12-04-2023;A3100104;1001;15;160,99
AX5082;06-11-2023;A5200100;1004;36;210
AX5268;06-12-2023;A1500107;1006;66;159
AX4257;25-06-2023;A5200100;1006;22;159
AX3379;26-01-2023;A1500107;1003;58;499,19
AX2408;17-08-2023;A1500108;1003;120;499,19
AX157;16-01-2023;A1500109;1008;15;119,3
AX2151;02-07-2023;A1500111;1007;30;630,99
AX521;14-02-2023;A1500109;1007;19;630,99
AX3791;04-04-2023;A5200100;1002;47;320,19
AX2854;26-10-2023;A1500109;1007;20;630,99
AX4670;29-08-2023;A3100104;1005;26;999
AX4704;05-09-2023;A3100104;1008;34;119,3
AX1043;02-04-2023;A1500108;1003;50;499,19
AX4153;06-06-2023;A5200100;1008;20;119,3
AX3884;19-04-2023;A3100104;1005;28;999
AX5176;21-11-2023;A5200100;1005;36;999
AX3171;15-12-2023;A1500111;1005;30;999
AX2360;08-08-2023;A1500109;1002;12;320,19
AX4589;16-08-2023;A5200100;1002;16;320,19
AX3399;29-01-2023;A3100104;1006;40;159
AX4738;11-09-2023;A1500107;1004;70;210
AX3052;26-11-2023;A1500109;1002;26;320,19
AX5386;28-12-2023;A3100104;1006;19;159
AX3892;22-04-2023;A5200100;1003;43;499,19
AX2535;08-09-2023;A1500111;1004;37;210
AX3699;19-03-2023;A3100104;1006;37;159
AX4258;26-06-2023;A1500107;1006;46;159
AX5036;29-10-2023;A5200100;1002;49;320,19
AX1389;30-04-2023;A1500109;1005;25;999
AX5053;31-10-2023;A1500107;1001;94;160,99
AX776;10-03-2023;A1500108;1003;52;499,19
AX765;09-03-2023;A1500108;1007;37;630,99
AX844;16-03-2023;A1500108;1001;43;160,99
AX4853;01-10-2023;A5200100;1004;31;210
AX4820;26-09-2023;A1500107;1006;48;159
AX438;07-02-2023;A1500109;1001;19;160,99
AX1255;20-04-2023;A1500109;1002;15;320,19
AX2421;19-08-2023;A1500111;1001;23;160,99
AX3899;23-04-2023;A3100104;1001;50;160,99
AX5215;28-11-2023;A1500107;1001;98;160,99
AX651;27-02-2023;A1500109;1001;35;160,99
AX2108;29-06-2023;A1500109;1008;11;119,3
AX1961;17-06-2023;A1500111;1002;16;320,19
AX3164;15-12-2023;A1500111;1001;52;160,99
AX757;09-03-2023;A1500109;1001;22;160,99
AX4322;05-07-2023;A1500107;1003;52;499,19
AX3434;02-02-2023;A5200100;1003;47;499,19
AX4784;19-09-2023;A5200100;1007;26;630,99
AX4788;20-09-2023;A3100104;1008;51;119,3
AX4067;21-05-2023;A5200100;1002;27;320,19
AX2095;27-06-2023;A1500111;1008;17;119,3
AX89;10-01-2023;A1500109;1004;88;210
AX841;16-03-2023;A1500108;1003;75;499,19
AX443;08-02-2023;A1500111;1001;29;160,99
AX3641;08-03-2023;A1500107;1007;76;630,99
AX4545;09-08-2023;A3100104;1008;34;119,3
AX5107;09-11-2023;A3100104;1002;32;320,19
AX4161;07-06-2023;A3100104;1001;24;160,99
AX4608;20-08-2023;A1500107;1008;42;119,3
AX2785;16-10-2023;A1500108;1002;32;320,19
AX1589;16-05-2023;A1500109;1001;23;160,99
AX1942;15-06-2023;A1500111;1002;29;320,19
AX1364;29-04-2023;A1500111;1004;60;210
AX3669;13-03-2023;A1500107;1003;54;499,19
AX520;14-02-2023;A1500111;1004;50;210
AX974;26-03-2023;A1500108;1003;108;499,19
AX3934;29-04-2023;A3100104;1005;28;999
AX1699;26-05-2023;A1500109;1005;20;999
AX3205;21-12-2023;A1500111;1008;20;119,3
AX5208;27-11-2023;A1500107;1001;54;160,99
AX5248;04-12-2023;A3100104;1003;52;499,19
AX1990;19-06-2023;A1500110;1005;38;999
AX2808;20-10-2023;A1500108;1001;47;160,99
AX4661;28-08-2023;A5200100;1001;31;160,99
AX596;21-02-2023;A1500109;1007;18;630,99
AX3530;21-02-2023;A5200050;1002;31;320,19
AX2215;16-07-2023;A1500109;1007;11;630,99
AX4935;14-10-2023;A3100104;1003;35;499,19
AX1937;15-06-2023;A1500108;1001;19;160,99
AX4574;14-08-2023;A1500107;1005;50;999
AX1420;02-05-2023;A1500111;1003;44;499,19
AX2615;21-09-2023;A1500108;1001;28;160,99
AX228;23-01-2023;A1500108;1006;90;159
AX3940;30-04-2023;A1500107;1007;80;630,99
AX166;16-01-2023;A1500108;1008;22;119,3
AX4590;17-08-2023;A3100104;1008;43;119,3
AX3385;26-01-2023;A5200100;1001;27;160,99
AX1052;02-04-2023;A1500109;1002;15;320,19
AX1612;18-05-2023;A1500111;1007;38;630,99
AX3592;01-03-2023;A3100104;1007;36;630,99
AX5408;31-12-2023;A3100104;1007;19;630,99
AX1282;22-04-2023;A1500111;1005;47;999
AX2381;12-08-2023;A1500111;1003;40;499,19
AX444;08-02-2023;A1500111;1005;19;999
AX4407;18-07-2023;A3100104;1006;24;159
AX395;05-02-2023;A1500108;1001;66;160,99
AX3398;29-01-2023;A5200100;1001;35;160,99
AX457;08-02-2023;A1500108;1007;19;630,99
AX2489;01-09-2023;A1500111;1003;51;499,19
AX4586;16-08-2023;A5200050;1002;31;320,19
AX4264;26-06-2023;A3100104;1005;49;999
AX2223;16-07-2023;A1500111;1005;28;999
AX1566;15-05-2023;A1500111;1003;39;499,19
AX2203;14-07-2023;A1500108;1008;18;119,3
AX1844;05-06-2023;A1500111;1001;29;160,99
AX3991;09-05-2023;A3100104;1006;50;159
AX4077;23-05-2023;A1500107;1008;32;119,3
AX4388;16-07-2023;A5200100;1003;24;499,19
AX2041;23-06-2023;A1500108;1005;41;999
AX2654;28-09-2023;A1500111;1001;30;160,99
AX2492;01-09-2023;A1500109;1007;13;630,99
AX3597;01-03-2023;A5200100;1006;21;159
AX4518;06-08-2023;A3100104;1007;46;630,99
AX728;06-03-2023;A1500109;1005;19;999
AX2321;03-08-2023;A1500111;1006;94;159
AX2746;10-10-2023;A1500109;1008;10;119,3
AX825;14-03-2023;A1500111;1002;33;320,19
AX2832;24-10-2023;A1500109;1002;11;320,19
AX2835;24-10-2023;A1500111;1005;22;999
AX3186;17-12-2023;A1500108;1003;46;499,19
AX3828;10-04-2023;A5200100;1005;38;999
AX1585;16-05-2023;A1500111;1002;28;320,19
AX5253;04-12-2023;A3100104;1001;37;160,99
AX1294;23-04-2023;A1500108;1004;150;210
AX4621;21-08-2023;A3100104;1003;27;499,19
AX2168;04-07-2023;A1500109;1002;18;320,19
AX597;21-02-2023;A1500111;1004;41;210
AX4693;03-09-2023;A3100104;1002;26;320,19
AX4165;08-06-2023;A3100104;1006;19;159
AX1324;25-04-2023;A1500111;1003;47;499,19
AX3381;26-01-2023;A5200100;1001;46;160,99
AX4304;03-07-2023;A1500107;1007;50;630,99
AX2132;30-06-2023;A1500109;1001;22;160,99
AX4547;09-08-2023;A3100104;1003;35;499,19
AX1415;02-05-2023;A1500111;1001;44;160,99
AX1852;06-06-2023;A1500108;1003;37;499,19
AX5361;24-12-2023;A3100104;1003;24;499,19
AX4855;01-10-2023;A5200100;1005;42;999
AX2040;23-06-2023;A1500108;1005;17;999
AX306;28-01-2023;A1500111;1005;41;999
AX4119;31-05-2023;A3100104;1002;36;320,19
AX4703;05-09-2023;A3100104;1003;34;499,19
AX4183;11-06-2023;A3100104;1008;41;119,3
AX1534;12-05-2023;A1500111;1001;48;160,99
AX2611;19-09-2023;A1500111;1005;32;999
AX3212;22-12-2023;A1500109;1005;25;999
AX691;03-03-2023;A1500111;1005;19;999
AX4525;07-08-2023;A3100104;1004;29;210
AX5044;30-10-2023;A5200100;1005;26;999
AX4511;05-08-2023;A5200050;1001;35;160,99
AX2331;04-08-2023;A1500109;1008;11;119,3
AX1055;02-04-2023;A1500111;1001;22;160,99
AX3179;16-12-2023;A1500108;1004;43;210
AX1586;16-05-2023;A1500111;1003;45;499,19
AX2973;16-11-2023;A1500111;1004;52;210
AX5023;26-10-2023;A3100104;1007;26;630,99
AX4302;03-07-2023;A5200100;1001;42;160,99
AX3950;02-05-2023;A3100104;1008;19;119,3
AX2373;11-08-2023;A1500109;1002;18;320,19
AX1020;31-03-2023;A1500111;1001;20;160,99
AX1245;18-04-2023;A1500111;1003;58;499,19
AX2630;23-09-2023;A1500109;1008;12;119,3
AX5182;22-11-2023;A1500107;1001;96;160,99
AX4696;03-09-2023;A5200100;1003;29;499,19
AX2889;03-11-2023;A1500109;1003;32;499,19
AX1629;20-05-2023;A1500109;1008;11;119,3
AX1483;08-05-2023;A1500111;1003;34;499,19
AX4072;22-05-2023;A3100104;1002;18;320,19
AX4005;11-05-2023;A3100104;1008;42;119,3
AX5097;08-11-2023;A3100104;1004;48;210
AX2700;03-10-2023;A1500111;1002;15;320,19
AX3918;25-04-2023;A5200050;1001;39;160,99
AX3222;24-12-2023;A1500108;1005;43;999
AX3252;30-12-2023;A1500109;1008;11;119,3
AX3824;09-04-2023;A5200050;1004;27;210
AX3388;28-01-2023;A3100104;1004;44;210
AX4683;02-09-2023;A3100104;1002;32;320,19
AX1041;02-04-2023;A1500109;1001;20;160,99
AX3683;16-03-2023;A3100104;1001;31;160,99
AX2908;05-11-2023;A1500109;1007;10;630,99
AX3453;05-02-2023;A3100104;1002;27;320,19
AX3762;29-03-2023;A3100104;1007;36;630,99
AX1331;25-04-2023;A1500111;1005;40;999
AX949;24-03-2023;A1500111;1006;96;159
AX4371;13-07-2023;A1500107;1003;38;499,19
AX435;07-02-2023;A1500111;1003;38;499,19
AX147;15-01-2023;A1500111;1007;51;630,99
AX744;07-03-2023;A1500108;1001;30;160,99
AX205;21-01-2023;A1500108;1003;38;499,19
AX363;01-02-2023;A1500108;1001;27;160,99
AX892;19-03-2023;A1500111;1001;20;160,99
AX5049;31-10-2023;A3100104;1002;44;320,19
AX1728;28-05-2023;A1500109;1002;9;320,19
AX1297;23-04-2023;A1500109;1007;15;630,99
AX3920;25-04-2023;A5200100;1007;48;630,99
AX3354;22-01-2023;A5200100;1006;23;159
AX4863;02-10-2023;A3100104;1001;19;160,99
AX283;27-01-2023;A1500108;1002;36;320,19
AX1853;06-06-2023;A1500109;1005;18;999
AX4289;29-06-2023;A3100104;1005;24;999
AX119;13-01-2023;A1500108;1005;41;999
AX4669;29-08-2023;A5200050;1008;19;119,3
AX5396;30-12-2023;A3100104;1006;36;159
AX282;27-01-2023;A1500108;1006;87;159
AX1251;20-04-2023;A1500108;1008;37;119,3
AX1056;02-04-2023;A1500108;1004;41;210
AX1351;28-04-2023;A1500111;1001;26;160,99
AX885;18-03-2023;A1500109;1001;20;160,99
AX3441;02-02-2023;A5200050;1001;51;160,99
AX3622;06-03-2023;A5200100;1008;45;119,3
AX1462;06-05-2023;A1500111;1003;78;499,19
AX4047;17-05-2023;A3100104;1007;29;630,99
AX697;03-03-2023;A1500111;1003;39;499,19
AX2378;12-08-2023;A1500111;1001;23;160,99
AX1517;11-05-2023;A1500108;1005;46;999
AX3107;07-12-2023;A1500111;1001;21;160,99
AX2783;16-10-2023;A1500111;1008;17;119,3
AX2088;26-06-2023;A1500111;1001;32;160,99
AX3357;23-01-2023;A1500107;1004;66;210
AX2033;22-06-2023;A1500111;1006;78;159
AX1319;25-04-2023;A1500109;1007;12;630,99
AX3638;08-03-2023;A1500107;1001;26;160,99
AX1991;19-06-2023;A1500108;1008;27;119,3
AX5000;24-10-2023;A3100104;1006;40;159
AX506;13-02-2023;A1500109;1001;21;160,99
AX3452;05-02-2023;A3100104;1007;51;630,99
AX2900;04-11-2023;A1500109;1002;21;320,19
AX790;11-03-2023;A1500108;1005;41;999
AX4163;08-06-2023;A3100104;1002;19;320,19
AX2743;10-10-2023;A1500108;1003;31;499,19
AX2400;15-08-2023;A1500111;1001;33;160,99
AX917;21-03-2023;A1500111;1003;43;499,19
AX832;14-03-2023;A1500108;1005;29;999
AX5218;29-11-2023;A1500107;1007;80;630,99
AX3974;07-05-2023;A3100104;1007;20;630,99
AX2800;19-10-2023;A1500109;1008;14;119,3
AX4053;18-05-2023;A5200100;1008;42;119,3
AX3707;21-03-2023;A5200100;1006;51;159
AX2473;28-08-2023;A1500108;1005;33;999
AX1395;01-05-2023;A1500108;1004;57;210
AX5309;13-12-2023;A3100104;1007;37;630,99
AX3480;11-02-2023;A3100104;1003;50;499,19
AX3959;04-05-2023;A5200100;1008;33;119,3
AX4720;09-09-2023;A1500107;1006;92;159
AX3468;07-02-2023;A5200050;1004;48;210
AX5156;18-11-2023;A3100104;1006;43;159
AX3033;24-11-2023;A1500108;1002;39;320,19
AX3235;28-12-2023;A1500111;1002;18;320,19
AX4565;13-08-2023;A1500107;1004;30;210
AX5091;07-11-2023;A1500107;1001;56;160,99
AX3554;23-02-2023;A3100104;1007;20;630,99
AX4147;05-06-2023;A5200100;1002;27;320,19
AX3613;05-03-2023;A1500107;1006;46;159
AX1132;09-04-2023;A1500108;1001;48;160,99
AX4080;24-05-2023;A5200100;1001;38;160,99
AX3744;26-03-2023;A1500107;1008;64;119,3
AX4588;16-08-2023;A3100104;1007;31;630,99
AX2964;14-11-2023;A1500111;1003;40;499,19
AX4920;11-10-2023;A5200100;1008;47;119,3
AX3834;10-04-2023;A5200100;1002;51;320,19
AX3079;02-12-2023;A1500109;1003;45;499,19
AX1759;30-05-2023;A1500109;1007;25;630,99
AX615;24-02-2023;A1500108;1003;45;499,19
AX4804;23-09-2023;A5200100;1008;25;119,3
AX4116;31-05-2023;A3100104;1003;41;499,19
AX135;15-01-2023;A1500111;1001;35;160,99
AX5383;28-12-2023;A3100104;1005;16;999
AX3403;29-01-2023;A5200100;1008;42;119,3
AX210;21-01-2023;A1500111;1001;46;160,99
AX4167;08-06-2023;A3100104;1003;22;499,19
AX2532;07-09-2023;A1500111;1001;21;160,99
AX4048;18-05-2023;A3100104;1001;39;160,99
AX2183;09-07-2023;A1500111;1005;32;999
AX5348;21-12-2023;A5200050;1002;17;320,19
AX3877;17-04-2023;A5200100;1008;32;119,3
AX3136;10-12-2023;A1500111;1008;33;119,3
AX1627;19-05-2023;A1500111;1001;38;160,99
AX4576;15-08-2023;A3100104;1004;35;210
AX2690;02-10-2023;A1500108;1001;44;160,99
AX1263;21-04-2023;A1500111;1007;40;630,99
AX1695;26-05-2023;A1500111;1007;20;630,99
AX45;07-01-2023;A1500109;1008;17;119,3
AX4499;03-08-2023;A3100104;1001;33;160,99
AX1648;21-05-2023;A1500109;1008;15;119,3
AX1684;25-05-2023;A1500108;1002;37;320,19
AX3503;16-02-2023;A1500107;1004;34;210
AX3819;08-04-2023;A3100104;1008;26;119,3
AX482;11-02-2023;A1500111;1005;100;999
AX4387;16-07-2023;A1500107;1006;184;159
AX2134;30-06-2023;A1500108;1005;38;999
AX4921;11-10-2023;A3100104;1005;40;999
AX1748;29-05-2023;A1500108;1007;22;630,99
AX4038;17-05-2023;A3100104;1007;27;630,99
AX2695;02-10-2023;A1500109;1002;16;320,19
AX3129;10-12-2023;A1500111;1001;50;160,99
AX2651;26-09-2023;A1500108;1008;27;119,3
AX1764;30-05-2023;A1500109;1007;17;630,99
AX523;14-02-2023;A1500108;1003;43;499,19
AX4898;08-10-2023;A5200100;1006;38;159
AX2300;30-07-2023;A1500108;1003;39;499,19
AX1920;13-06-2023;A1500108;1004;44;210
AX2993;18-11-2023;A1500109;1007;23;630,99
AX1394;01-05-2023;A1500111;1001;40;160,99
AX173;17-01-2023;A1500108;1001;39;160,99
AX970;26-03-2023;A1500111;1004;51;210
AX2455;26-08-2023;A1500111;1003;38;499,19
AX4548;10-08-2023;A1500107;1008;56;119,3
AX2874;29-10-2023;A1500109;1002;16;320,19
AX3232;28-12-2023;A1500111;1005;20;999
AX4206;15-06-2023;A1500107;1003;84;499,19
AX2302;30-07-2023;A1500109;1007;12;630,99
AX1341;27-04-2023;A1500109;1008;14;119,3
AX4578;15-08-2023;A3100104;1007;34;630,99
AX3637;08-03-2023;A5200100;1004;43;210
AX559;19-02-2023;A1500111;1007;47;630,99
AX4096;27-05-2023;A1500107;1005;38;999
AX1827;04-06-2023;A1500111;1007;92;630,99
AX1781;02-06-2023;A1500109;1005;20;999
AX1647;21-05-2023;A1500111;1004;62;210
AX1207;16-04-2023;A1500111;1001;33;160,99
AX3090;04-12-2023;A1500108;1004;63;210
AX3067;30-11-2023;A1500111;1003;33;499,19
AX26;04-01-2023;A1500108;1008;18;119,3
AX352;01-02-2023;A1500111;1005;32;999
AX4431;22-07-2023;A1500107;1006;70;159
AX2667;29-09-2023;A1500108;1003;45;499,19
AX3216;23-12-2023;A1500109;1008;14;119,3
AX1004;30-03-2023;A1500111;1003;42;499,19
AX5123;12-11-2023;A3100104;1005;20;999
AX817;13-03-2023;A1500109;1005;22;999
AX2467;27-08-2023;A1500111;1003;44;499,19
AX636;25-02-2023;A1500108;1005;24;999
AX3505;16-02-2023;A3100104;1005;29;999
AX4516;05-08-2023;A3100104;1007;18;630,99
AX2101;27-06-2023;A1500109;1007;9;630,99
AX3199;19-12-2023;A1500108;1001;33;160,99
AX3524;20-02-2023;A3100104;1004;49;210
AX4932;14-10-2023;A5200100;1007;23;630,99
AX1930;13-06-2023;A1500111;1001;27;160,99
AX3440;02-02-2023;A3100104;1008;26;119,3
AX2452;25-08-2023;A1500111;1008;21;119,3
AX4466;29-07-2023;A3100104;1008;30;119,3
AX5018;26-10-2023;A5200100;1005;15;999
AX3770;01-04-2023;A5200100;1001;32;160,99
AX3926;27-04-2023;A3100104;1006;34;159
AX3184;17-12-2023;A1500109;1002;10;320,19
AX1817;03-06-2023;A1500111;1001;38;160,99
AX4248;24-06-2023;A5200100;1004;46;210
AX329;30-01-2023;A1500108;1004;42;210
AX2463;27-08-2023;A1500111;1003;51;499,19
AX3213;23-12-2023;A1500109;1001;21;160,99
AX1994;19-06-2023;A1500108;1006;123;159
AX4415;19-07-2023;A5200100;1004;21;210
AX290;28-01-2023;A1500111;1007;46;630,99
AX1045;02-04-2023;A1500109;1001;25;160,99
AX2570;14-09-2023;A1500111;1003;36;499,19
AX3697;19-03-2023;A5200100;1003;50;499,19
AX909;20-03-2023;A1500109;1002;16;320,19
AX2347;06-08-2023;A1500109;1008;18;119,3
AX1098;07-04-2023;A1500110;1002;18;320,19
AX4842;28-09-2023;A5200050;1008;45;119,3
AX1175;13-04-2023;A1500111;1001;32;160,99
AX86;10-01-2023;A1500108;1002;25;320,19
AX5332;18-12-2023;A3100104;1003;45;499,19
AX1701;26-05-2023;A1500109;1008;14;119,3
AX2428;19-08-2023;A1500109;1001;26;160,99
AX4226;19-06-2023;A5200050;1006;24;159
AX637;25-02-2023;A1500108;1001;29;160,99
AX3510;18-02-2023;A3100104;1008;37;119,3
AX3829;10-04-2023;A5200100;1007;52;630,99
AX3154;12-12-2023;A1500111;1001;22;160,99
AX4873;03-10-2023;A3100104;1007;40;630,99
AX3185;17-12-2023;A1500111;1003;49;499,19
AX5180;22-11-2023;A5200100;1004;47;210
AX21;04-01-2023;A1500111;1007;98;630,99
AX2448;24-08-2023;A1500109;1008;15;119,3
AX955;25-03-2023;A1500109;1007;8;630,99
AX4956;17-10-2023;A1500107;1002;36;320,19
AX4876;04-10-2023;A1500107;1003;46;499,19
AX1034;01-04-2023;A1500111;1008;31;119,3
AX591;20-02-2023;A1500108;1007;39;630,99
AX3108;07-12-2023;A1500111;1005;47;999
AX2585;16-09-2023;A1500111;1001;35;160,99
AX4409;18-07-2023;A3100104;1002;46;320,19
AX3618;05-03-2023;A3100104;1003;32;499,19
AX3595;01-03-2023;A3100104;1003;45;499,19
AX4864;02-10-2023;A5200100;1003;35;499,19
AX3696;19-03-2023;A5200100;1005;32;999
AX4715;06-09-2023;A5200100;1001;44;160,99
AX1924;13-06-2023;A1500108;1008;32;119,3
AX3766;30-03-2023;A3100104;1002;45;320,19
AX4615;20-08-2023;A1500107;1006;44;159
AX3700;19-03-2023;A3100104;1001;23;160,99
AX1171;13-04-2023;A1500111;1002;19;320,19
AX3893;22-04-2023;A1500107;1006;86;159
AX682;02-03-2023;A1500111;1005;30;999
AX1881;09-06-2023;A1500111;1003;43;499,19
AX1535;13-05-2023;A1500108;1001;37;160,99
AX1712;26-05-2023;A1500111;1003;34;499,19
AX3122;09-12-2023;A1500109;1008;12;119,3
AX3176;16-12-2023;A1500109;1008;21;119,3
AX2941;11-11-2023;A1500111;1005;30;999
AX2192;11-07-2023;A1500108;1007;27;630,99
AX4793;21-09-2023;A3100104;1002;39;320,19
AX4845;28-09-2023;A5200100;1001;35;160,99
AX2283;27-07-2023;A1500111;1005;31;999
AX3631;07-03-2023;A3100104;1003;31;499,19
AX3830;10-04-2023;A5200100;1008;25;119,3
AX4089;25-05-2023;A5200100;1008;47;119,3
AX4237;21-06-2023;A1500107;1002;96;320,19
AX1574;15-05-2023;A1500109;1007;16;630,99
AX2438;21-08-2023;A1500111;1003;40;499,19
AX4424;20-07-2023;A1500107;1003;52;499,19
AX4838;28-09-2023;A3100104;1002;47;320,19
AX3759;29-03-2023;A3100104;1005;42;999
AX4743;12-09-2023;A1500107;1003;78;499,19
AX4634;23-08-2023;A5200050;1007;47;630,99
AX4051;18-05-2023;A3100104;1007;29;630,99
AX4002;11-05-2023;A3100104;1008;46;119,3
AX505;13-02-2023;A1500109;1008;12;119,3
AX1444;05-05-2023;A1500109;1005;23;999
AX911;21-03-2023;A1500108;1008;35;119,3
AX2710;05-10-2023;A1500108;1003;129;499,19
AX1989;19-06-2023;A1500111;1001;47;160,99
AX1876;09-06-2023;A1500109;1007;25;630,99
AX5341;19-12-2023;A1500107;1003;82;499,19
AX257;25-01-2023;A1500109;1008;17;119,3
AX1424;04-05-2023;A1500109;1007;17;630,99
AX4207;15-06-2023;A5200100;1006;48;159
AX35;06-01-2023;A1500109;1002;19;320,19
AX5314;13-12-2023;A3100104;1007;49;630,99
AX1513;11-05-2023;A1500111;1001;32;160,99
AX1879;09-06-2023;A1500108;1008;17;119,3
AX5047;30-10-2023;A1500107;1007;132;630,99
AX4070;21-05-2023;A1500107;1005;40;999
AX721;05-03-2023;A1500111;1008;32;119,3
AX165;16-01-2023;A1500111;1005;26;999
AX4660;28-08-2023;A1500107;1001;66;160,99
AX4835;28-09-2023;A3100104;1004;30;210
AX2327;04-08-2023;A1500108;1004;60;210
AX1718;27-05-2023;A1500111;1001;51;160,99
AX4149;06-06-2023;A1500107;1002;36;320,19
AX4639;24-08-2023;A5200100;1001;39;160,99
AX3009;20-11-2023;A1500111;1004;58;210
AX1840;05-06-2023;A1500111;1002;38;320,19
AX180;17-01-2023;A1500111;1002;18;320,19
AX2387;13-08-2023;A1500109;1008;13;119,3
AX4262;26-06-2023;A5200100;1004;38;210
AX855;17-03-2023;A1500109;1007;9;630,99
AX4295;01-07-2023;A3100104;1001;45;160,99
AX5192;25-11-2023;A5200100;1003;29;499,19
AX3482;11-02-2023;A3100104;1006;45;159
AX276;27-01-2023;A1500111;1005;22;999
AX206;21-01-2023;A1500109;1002;26;320,19
AX2427;19-08-2023;A1500109;1007;25;630,99
AX1639;21-05-2023;A1500108;1001;27;160,99
AX1562;14-05-2023;A1500111;1001;35;160,99
AX2509;03-09-2023;A1500108;1007;28;630,99
AX4507;03-08-2023;A3100104;1006;27;159
AX3447;04-02-2023;A5200100;1006;35;159
AX3704;21-03-2023;A3100104;1002;52;320,19
AX3089;03-12-2023;A1500109;1007;22;630,99
AX2575;15-09-2023;A1500109;1003;42;499,19
AX827;14-03-2023;A1500108;1008;29;119,3
AX3547;23-02-2023;A3100104;1008;35;119,3
AX3014;20-11-2023;A1500109;1005;26;999
AX267;27-01-2023;A1500108;1004;141;210
AX4254;24-06-2023;A3100104;1002;36;320,19
